шилов;"Герой Ю.Богатырева в фильме ""Свой среди чужих, чужой среди своих""?"
леонов;"Герой, сыгранный этим актером, внес в наш быт фразу: ""Тостуемый пьет до дна!""?"
пивоваров;Герцог Брабантский Ян Гримус I был почетным председателем некоей Брюсельской гильдии, а связи его с Одессой известны почти каждому. А какую гильдию возглавлял герцог?
королю;Герцог Бретонский (14 век),объясняясь в любви,выразил  желание вместо одного объекта любви иметь десять.В любви к кому он объяснялся?
клоуны;"Гете: ""Когда уходят герои, на арену выходят... ""?"
галактика;Гигантская звездная система во Вселенной?
галактика;Гигантская звёздная система во Вселенной?
галактика;Гигантская звёздная система во Вселенной?
опал;Гидрат окиси кремния - минерал?
джакузи;Гидромассажная ванна?
пирс;Гидротехническое причальное сооружение, выступающее в акваторию порта и предназначенное для швартовки судов с двух сторон?
мол;Гидротехническое сооружение, защищающее акваторию порта от волнения?
траверс;Гидротехническое сооружение, связывающее дамбу с незатопляемой территорией?
гантель;Гимнастический снаряд, используемый в тяжелой атлетике?
обобщение;Гипотеза о закономерности?
догадка;Гипотеза, версия?
аура;Гипотетическое поле, создаваемое живым организмом?
экзарх;Глава отдельной церковной области или самостоятельной церкви у православных?
гегемония;Главенствующее положение?
гроссбух;Главная книга счетов в бухгалтерии?
гимн;Главная песня государства?
собор;Главная церковь в городе?
скляр;"Главного героя в фильме ""Мы из джаза"" сыграл актер?"
сталин;"Главный ""режиссер"" Театра имени В. Маяковского в 1943-1949 гг?"
палермо;Главный город Сицилии?
милляр;Главный исполнитель ''нечисти'' в советских фильмах-сказках?
люпен;Главный герой романов М. Леблана?
зеница;Глаз (устар.)?
фары;Глаза автомобиля?
веки;"Глазные ""ставни""?"
радио;Глашатай армянских анекдотов?
муровец;Глеб Жеглов как сотрудник карательного органа?
лагом;Глубина измеряется лотом, а скорость измеряется ... ?
плантаж;Глубокая вспашка?
багрянец;Глубокий красный цвет, пурпурный отблеск?
сирии;Глубочайшая впадина на суше Гхор с глубиной 395 м от уровня Мертвого моря, которое находится на территории Израиля, Иордании и ... ?
дурак;Глупый человек, тупица, тупой, непонятливый, безрассудный, малоумный, безумный, юродивый... И все это - ... ?
шорох;Глухой и тихий звук от трения, легкого соприкосновения с чем-нибудь?
мысль;Глухонемая фраза?
дыра;Глушь, захолустье?
гидраденит;Гнойное воспаление потовых желез?
тристан;"Говорим - ""Изольда"", подразумеваем ... ?"
Тристан;"Говорим - ""Изольда"", подразумеваем .....?"
покойники;Говорить о смерти со знанием дела могут только ... ?
уши;Говорят, они есть и у стен?
мучительно;"Говорят: ""Жизнь надо прожить так, чтобы потом не было ... больно""?"
рублей;"Говорят: ""Не имей сто ..., имей сто друзей?"
колготки;''Голден Леди'' это?
акоста;Голландский мыслитель?
белуши;"Голливудский киноактер, сыгравший роли в фильмах: ""Поменявшись местами"", ""Магазинчик ужасов"", ""Сальвадор"", ""Директ"", ""Красная жара"", ""К-9"",...?"
берет;Головной убор шотландских гвардейцев?
ibm;Голубым гигантом в компьютерном мире называют?
регата;Гонки парусных судов?
багги;Гоночные машинки?
скутерист;Гонщик на спортивном судне?
вице;Гор как заместитель Клинтона?
милан;Горoд нa Сeвepе Италии
поклонная;Гора, где Наполеон ждал депутацию города с ключами от Кремля?
ярости;Горилла высовывает язык, когда находится в состоянии ... ?
арарат;"Горная вершина, при спуске с которой легковой автомобиль ""Запорожец"" может развить скорость 200 км в час (армянское радио)?"
гнейс;Горная кристаллическая порода?
лабрадорит;Горная порода?
афганистан;Горная республика без железных дорог?
Анды;Горная система в Южной Америке?
урал;Горная система на границе Европы и Азии?
Алтай;Горная страна на Юго Западе Сибири?
чадра;Горное озеро в Армении?
барселона;Город - столица Олимпийских игр 1992 г. и испанский футбольный клуб?
пришиб;Город в Азербайджане?
ипр;Город в Бельгии?
итон;Город в Великобритании, на реке Темза?
кардифф;Город в Великобритании, угольный центр?
котово;Город в Волгоградской обл.?
бремен;Город в Германии, с которым неразрывно связаны известные сказочные музыканты?
зестафони;Город в Грузии?
иерихон;Город в древней Палестине?
варанаси;Город в Индии?
дрогобыч;Город в Львовской области?
рыбница;Город в Молдове?
руза;Город в Моск. обл., приток Москва-реки?
шатура;Город в Московской области?
вроцлав;Город в Польше на реке Неман?
гдов;Город в Псковской области.
инта;Город в республике коми, близ полярного круга?
инта;Город в республике Коми.
льгов;Город в России, Курская обл?
сызрань;Город в России, Самарская обл?
кировград;Город в России, Свердловская обл?
краснодар;Город в России?
мекка;Город в Сауд. Аравии?
адана;Город в Турции?
денизли;Город в Турции?
опатия;Город в Хорватии на берегу Адриатического моря и цвет вазовского автомобиля?
париж;Город во Франции - место проведения Олимпийских Игр 1900 года?
эльблонг;Город и порт в Польше в Вислинском заливе?
загорск;Город из Золотого кольца, вернувший свое прежнее имя?
самара;Город на Волге, бывший Куйбышев?
кяхта;Город на границе России и Монголии?
никко;Город на острове Хонсю?
брно;Город на родине солдата Швейка?
сосновка;Город на Украине?
тула;Город оружейников, самоваров и пряников?
брест;"Город с ""двойным гражданством"": в России - крепость-герой, во Франции - порт?"
сызрань;Город Самарской области?
котка;Город и один из главных морских портов Финляндии, у Финского залива?
дели;Город, где находится Сандрагуптов столб, изготовленный в 4 веке из практически чистого железа?
мехико;Город, где проводились 19 Олимпийские игры?
владимир;Город, где располагалась резиденция российского патриарха Максима Грека?
воронеж;Город, родина автора повести, героем которой был Белый Бим Черное Ухо?
радом;Город, центр воеводства в Польше?
париж;Город, в который уехал барин по предположению дворника Тихона, так и не схлопотав ему медали?
хиросима;Город, на который американцы в 1945 году сбросили первую атомную бомбу?
мурманск;Город-герой?
сорренто;Город-курорт в Италии?
ньюпорт;Город-порт в Великобритании, в Уэльсе?
гераклион;Город-порт в Греции на о-ве Крит?
шанхай;Город-порт в Китае?
чикаго;Город-порт в США?
висбю;Город-порт в Швеции на о-ве Готланд?
кальмар;Город-порт в Швеции?
дюнкерк;Город-порт во Франции?
акапулько;Город-порт-курорт в Мексике?
таганрог;Город-порт-курорт на Азовском побережье в России, Ростовская обл?
могильник;Городской пляж на языке молодежи (сленг)?
тавр;Горы на юге Турции?
ягель;Горючее для автомобиля тундры?
катанка;Горячекатанная проволока круглого сечения?
каравай;Горячий предмет, заменявший в старину на Руси утюг?
пламя;Горящийся и светящийся газ, огонь?
демократия;Гос. устройство, при котором соблюдаются права и свободы граждан?
аэрофлот;Гостиница в Москве?
метрополь;Гостиница в центре столицы?
националь;Гостиница в центре столицы?
таиланд;Госуд. в Азии?
египет;Госуд. в Африке, страна, где родился Моисей?
гватемала;Госуд. в Центр. Америке?
депозитарий;Госуд. или организация, хранящая текст договора?
диктатура;Государственная или общественная система?
диван;Государственное учреждение, сборник стихотворений (в средневековом Иране)?
прокуратура;Государственный орган, осуществляющий надзор за соблюдением законов и законности?
суд;Государственный правоохранительный орган?
монархия;Государственный строй Испании?
франции;Государственный флаг какой страны окрашен в следующие цвета(слева направо): синий, белый, красный?
франция;Государственный флаг какой страны окрашен в следующие цвета(слева направо): синий, белый, красный?
немецкий;Государственный язык Австрии?
немецкий;Государственный язык Австрии?
армения;Государство в Азии?
грузия;Государство в Азии?
израиль;Государство в Азии?
иордания;Государство в Азии?
йемен;Государство в Азии?
кипр;Государство в Азии?
киргизия;Государство в Азии?
корея;Государство в Азии?
лаос;Государство в Азии?
малайзия;Государство в Азии?
монголия;Государство в Азии?
оаэ;Государство в Азии?
пакистан;Государство в Азии?
таджикистан;Государство в Азии?
туркмения;Государство в Азии?
турция;Государство в Азии?
узбекистан;Государство в Азии?
филиппины;Государство в Азии?
япония;Государство в Азии?
бенин;Государство в Африке?
габон;Государство в Африке?
египет;Государство в Африке?
заир;Государство в Африке?
камерун;Государство в Африке?
конго;Государство в Африке?
либерия;Государство в Африке?
мавритания;Государство в Африке?
малави;Государство в Африке?
мали;Государство в Африке?
марокко;Государство в Африке?
мозамбик;Государство в Африке?
намибия;Государство в Африке?
нигерия;Государство в Африке?
руанда;Государство в Африке?
свазиленд;Государство в Африке?
сенегал;Государство в Африке?
судан;Государство в Африке?
того;Государство в Африке?
тунис;Государство в Африке?
эфиопия;Государство в Африке?
андорра;Государство в Европе?
великобритания;Государство в Европе?
венгрия;Государство в Европе?
гибралтар;Государство в Европе?
испания;Государство в Европе?
италия;Государство в Европе?
латвия;Государство в Европе?
лихтенштейн;Государство в Европе?
люксембург;Государство в Европе?
молдавия;Государство в Европе?
нидерланды;Государство в Европе?
норвегия;Государство в Европе?
португалия;Государство в Европе?
румыния;Государство в Европе?
словения;Государство в Европе?
украина;Государство в Европе?
хорватия;Государство в Европе?
югославия;Государство в Европе?
фиджи;Государство в Океании?
гватемала;Государство в Северной Америке?
гондурас;Государство в Северной Америке?
канада;Государство в Северной Америке?
мексика;Государство в Северной Америке?
сальвадор;Государство в Северной Америке?
аргентина;Государство в Южной Америке?
бразилия;Государство в Южной Америке?
венесуэла;Государство в Южной Америке?
колумбия;Государство в Южной Америке?
парагвай;Государство в Южной Америке?
уругвай;Государство в Южной Америке?
чили;Государство в Южной Америке?
эквадор;Государство в Южной Америке?
савойя;Государство на территории Италии и Франции?
швейцария;Государство, обладающее (в расчете на душу населения) самой большой армией в Европе?
жизнь;Готский вождь Аларих, осадив Рим, обещал оставить римлянам ЭТО - и они безропотно заплатили огромный выкуп. Что ЭТО?
сша;Гражданином какой страны был изобретатель телеграфного кода Морзе?
надворный;Гражданский чин в дореволюционной России 7-го класса (с 1745) - ... советник?
фетисов;Гранд советского и теперь уже американского хоккея?
терминатор;Граница между освещенной и не освещенной частями планеты?
терминатор;Граница между освещенной и неосвещенной частями планеты?
кордон;Граница?
нулин;Граф ... (А.С.Пушкин)?
бирон;Граф, фаворит императрицы Анны Иоановны, герцог Курляндский?
кариатида;Грациозная подпорка (архитект.)?
волга;"Греки звали ее ""Ра"", тюрки - ""Идел"", финны - ""Йоки"", а мы называем ее ... ?"
свитер;Грелка из гардероба?
арес;Греческий брат Марса?
опенок;Гриб, <говорящий>, где его искать, чтобы не спутать с поганкой?
волнушка;Гриб, выдающий себя розовой шляпкой?
чага;Гриб, растущий под березой, - подберезовик, гриб, растущий на березе, - ...?
трюфель;Гриб, растущий под землей?
рык;Грозный крик льва?
гиканье;Громкое вскрикивание?
сало;Гроссмейстер Флор - представитель советской шахматной школы 40-50х годов. Его имя?
рогожа;Грубая упаковочная ткань из мочала?
бюст;Грудь женщины?
балласт;Груз для увеличения веса судна?
балласт;Груз, который судно берёт для повышения остойчивости?
чунири;Груз.смычков.муз.инструмент?
мацони;Грузинский йогурт, важный компонент многих национальных блюд?
руставели;Грузинский поэт 12 века?
лобио;Грузинское блюдо из фасоли, которое орехами не испортишь?
цинандали;Грузинское вино №1?
подъемник;Грузоподъемная машина для перемещения грузов или людей?
готы;Группа германских племен, в 3 в. жили в Сев. Причерноморье?
труппа;Группа людей, ведущих закулисную борьбу?
наряд;Группа милиционеров?
сокотра;Группа островов в Индийском океане у мыса Гвардафуй?
архипелаг;Группа островов, расположенных близко друг от друга и имеющих обычно одно и тоже происхождение и сходное геологическое строение?
выводок;Группа птенцов одной курицы, утки и другой домашней птицы, держащаяся вместе?
самоа;Группа тихоокеанских островов?
кавалькада;Группа едущих вместе всадников?
девочки;"Группа, снявшаяся в клипе ""Говорила мама""?"
клин;Групповая фигура пилотажа?
суслик;Грызун с голосом типа лай собаки?
кролик;Грызущее млекопитающее с двумя парами резцов и верхней челюсти?
хам;Грязевой гейзер бескультурья?
вода;Губит людей не пиво, губит людей ...?
плавни;Густо заросшие тростником, осокой и ивой поймы и дельты рек?
солянка;Густой суп из рыбы или мяса с острыми приправами (русская кухня)?
носу;Гюйс крепят всегда на ... ?
виват;Да здравствует на латыни?
бородино;"Да, были люди в наше время, Не то, что нынешнее племя - Богатыри - не вы!"" - стихотворение М.Ю. Лермонтова?"
рыбин;Да, я моложе не стал, да, я не часто писал, встань, постели мне постель, я очень устал... - кто пел?
ходынка;Давка на Ходынском поле в Москве 18 мая 1896 из-за плохой организации во время раздачи подарков по случаю коронации Николая II. Погибло 1389 человек?
гумилев;Даже блеск ружья, даже плеск волны Эту цепь порвать ныне не вольны...  И, тая в глазах злое торжество, Женщина в углу слушала его. - автор?
друг;"Дай, .... на счастье лапу мне, Такую лапу не видал я сроду (начало стихотворения С. Есенина ""Собаке Качалова"")?"
координаты;Данные, позволяющие найти кого-либо (адрес, телефон и т.п., разговорное)?
равноденствие;Два дня в году день и ночь имеют одинаковую длительность, каким астрономическим термином называется это явление?
мурашко;Два знаменитых украинских живописца прошлого века, однофамильцы?
пара;Два однородных предмета,вместе употребляемые и составляющие целое?
век;Двадцатый ... - фильм Б. Бертолуччи?
бондаренко;Дважды Герой Советского Союза (1942, 1943), майор (1943).?
покрышев;Дважды Герой Советского Союза (1943), генерал-майор авиации (1955).?
глазунов;Дважды Герой Советского Союза (1944, за отличие при разгроме никопольской группировки противника, 1945, за форсирование р. Висла), генерал-лейтенант (1944).?
калашников;Дважды Герой Социалистического Труда, изобретатель всемирно известного автоматического оружия?
экибастуз;Две соленые головы - так переводится название города с казахского - ... ?
мотор;Двигaтель
хоровод;Движение людей по кругу с песней и пляской?
жест;Движение рук или др. движение, передающие информацию или выражающее чувства?
литр;Двойная норма на троих?
лувр;Дворец фран. королей, ставший музеем?
мажордом;Дворецкий, домоправитель?
барон;Дворянский титул?
кузина;Двоюродная сестра (устар.)?
оборотень;Двуличный человек как нежить?
гермафродитизм;Двуполость, интерсексуальность?
диптих;Двухстворчатый складень?
бином;Двучлен?
попка;Девичья краса?
пионерка;Девочка, которая всегда готова?
мальвина;Девочка-кукла с голубыми волосами из сказки А.Толстого?
герла;Девушка (жарг.)?
вахта;Дежурство, период исполнения каких-либо обязанностей?
скалолаз;Действие этого фильма разворачивается в горах, герой Сталонне бьет мордасы всем кому ни попадя , как называется этот фильм?
факт;Действительное событие, явление?
персонаж;Действующее лицо в художественном произведении?
кашпо;Декоративная ваза, в которую помещают цветочный горшок?
крабб;Декоративная деталь в виде стилизов, листьев, цветов на пинаклях в готическом стиле?
табак;Декоративное садовое растение с крупными цветками?
иллюминация;Декоративное праздничное освещение?
яшма;Декоративный поделочный камень.
вензель;Декоративный знак, составленный из первых букв имени и фамилии или имени и отчества?
румб;Деление на круги морского компаса?
икра;Деликатес?
лотерея;Дело, в котором можно расчитывать на успех, только как на случайность?
контракт;Деловое соглашение?
мур;Деми ..?
иван;Демидов и Грозный?
дембель;Демобилизация, увольнение из армии солдат срочной службы?
доллар;Денежная единица Австралии?
квача;Денежная единица замбии?
валюта;Денежная единица какой-либо страны и ее тип?
эскудо;Денежная единица Португалии и ряда других стран?
манат;Денежная единица Туркмении?
аванс;Денежная сумма, ценность, выдаваемая в счет предстоящих платежей?
драхма;Денежная единица Греции?
ливр;Денежная единица и монета во Франции до 18 в.?
песета;Денежная единица Испании?
карбованец;Денежная единица Украины до 1996 и укр. название рубля?
субсидия;Денежное пособие со стророны государства?
стипендия;Денежное пособие учащимся в высших и спецмальных учебных заведениях?
фонд;Денежные средства, предназначенные для определенной цели?
суббота;День недели, в который еврею работать - грех?
депозит;Деньги или ценные бумаги, вносимые в кредитное учреждение для хранения?
леи;Деньги румын?
аванс;Деньги или иные ценности, выданные вперёд в счет будущего платежа?
оазис;ДЕРЕВенщина в пyстыне?
красуха;Деревня в Псковской области (сожженна фашистами в 1943, все жители уничтожены)?
ива;Дерево любящее воду?
акация;Дерево нерусское?
орех;Дерево с твердой красной древесиной, идущее на столярные поделки?
пул;Дерево с твердой красной древесиной, идущее на столярные поделки?
фисташка;Дерево южных стран?
дуб;Дерево, из которого князь Гвидон сделал себе лук ?
береза;Дерево, город в Беларуссии, стихотворение Сергея Есенина?
терем;Деревянный дворец?
гобой;Деревянный духовой язычковый муз. инструмент?
спасский;Десятый чемпион мира по шахматам?
фильера;Деталь в виде колпачка или пластины с мелкими отверстиями для формования искусственного волокна?
шатун;Деталь дизеля, связанная с поршнем крейцкопфом?
галстук;Деталь классического костюма?
дужка;Деталь очковой оправы?
заушник;Деталь очковой оправы?
жиклер;Деталь с калиброванным отверстием для дозирования расхода жидкости или газа?
анкер;Деталь часового механизма?
щиток;Деталь экипировки футболиста?
полиграф;Детектор лжи, применяемый при допросах?
гаденыш;Детеныш гада (пресмыкающегося или земноводного), мерзкий человек?
ягненок;Детеныш овцы?
поросенок;Детеныш свиньи?
кискисмяу;Детская игра?
волчок;Детская игрушка, юла?
альт;Детский певческий голос?
бианки;Детский писатель-анималист?
антошка;Детский шлягер про картошку?
ухаб;Дефект дороги, оставляющий автомобили без колес?
ревность;Дефект зрения, помогающий видеть у себя отсутствующие рога?
астигматизм;Дефект оптич. системы, приводящий к изображению точки эллипсовидным пятном?
китч;Дешевка, промышленная имитация уникальных изделий?
активность;Деятельность, энергичность?
смеяться;"Джозеф Аддисон сказал: ""Человек отличается от всех других созданий умением ...""?"
мустанг;Джон Конли, служивший в рекламном агентстве, был направлен в детройтскую библиотеку с заданием подобрать подходящие имена животных. И вот 17 апреля 1964 года перед покупателями предстал форд с новым названием ... ?
архар;Дикий горный козел?
лиана;Дикорастущий канат?
строгановы;Династия русских купцов, промышленников и государственных деятелей XVI-начала XX вв?
пластинка;Диск со звуковой записью для проигрывания т прослушивания?
домофон;Дистанционно открываемый запор на двери с переговорным устройством, обеспечивающим связь с жильцами?
мухомор;Дихлофос на корню?
лсд;Диэтиламид лизергиновой кислоты (Рус/Англ)?
ротонда;Длинная женская накидка без рукавов?
вал;Длинная земляная насыпь?
тога;Длинная накидка, служившая верхней одеждой древним римлянам?
каньон;Длинная, глубокая и относительно узкая долина реки, окаймленная крутыми склонами или даже отвесными скалами?
чебуреки;Длинные плоские мясные пирожки из пресного теста?
оселедец;Длинный чуб у украинцев в старину?
хризантема;Для китайцев это символ верности, а для японцев - компонент любимого салата и государственная печать?
геморрой;Для лечения какого недуга применяется лекарство проктоседил?
тигр;Для нас царь зверей - лев, а для китайцев ... ?
диван;Для нас это мебель, а для персов - сборник стихов?
метафайлы;Для организации файловой системы NTFS служат ... ?
бладхаунд;"Для розыска наркотиков используют ""собаку святого Юбера (Губерта)"". Она еще известна как ... ?"
жилья;Для чего североамериканские индейцы использовали вигвам ''для...''?
толстой;Для этого человека Карло Коллоди был тем же, кем для Александра Волкова был Фрэнк Баум. Кто он?
красавица;Для глаз рай, для души ад, а для кармана чистилище. Бернар Фонтенель?
сыч;Для оформления коробки со своей антивирусной программой AVP выбрали изображение?
генетическую;ДНК содержит ... информацию?
коммунизма;До 1962 года этот пик носил имя Сталина (7495 м). Это Пик ... ?
царь;"До Александра Петрова шахматная фигура ""король"" называлась в России именно так - ... ?"
банник;До изобретения бездымного пороха этой штукой приходилось чистить ствол пушки после каждого выстрела. Как она называлась?
каземат;До начала 20 века одиночная камера в тюрьме?
дуб;До января 1995 года язык программирования Java носил название?
зелье;Добрая жена - веселье, а худая - злое ... (пословица)?
пас;Добровольная передача мяча?
обещание;Добровольное обязательство сделать что-либо?
айболит;Добрый доктор из сказки К.Чуковского?
секундант;Доверенное лицо участника дуэли?
аргумент;Довод в споре, доказательство?
таисия;Довольно редкое женское имя?
вольтер;Догмат бессмертия души есть самая утешительная и в то же время наиболее устрашающая идея. Автор?
гермафродит;Дождевой червь по типу размножения?
турникет;Дозатор проходящих?
ядозуб;Доисторическая рептилия?
аттестат;Документ военнослужащего?
патент;Документ на право заниматься индивидуальной деятельностью?
абонемент;Документ на право пользования чем-л. на определённый срок?
патент;Документ, удостоверяющий государственное признание технического решения изобретением, полезной моделью, промышленным образцом и закрепляющий за лицом, которому он выдан, исключительное право на использование указанных объектов?
ксива;Документ, удостоверение личности, записка (угол. жарг.)?
наряд;Документ,распоряжение о выполнении какой-нибудь работы,о выдаче чего-нибудь?
дебитор;"Должник ""по-умному""?"
эсквайр;Должностной титул для мировых судей,некоторых категорий чиновников в Англии и США?
форвард;Должность великого Пеле?
атташе;Должность дипломата, специализирующегося на определённых вопросах?
есаул;Должность и чин в казачьих войсках?
канцлер;Должность, чин в России, Германии?
баксы;Доллары (разг.)?
пай;Доля в общем деле?
часть;Доля целого?
печаль;Дом стоит, свет горит, Из окна видна даль. Так откуда взялась ... - слово из песни В. Цоя?
коза;Домашнее молочное животное?
пипетка;Домашняя капельница?
посуда;"Домашняя утварь, вступившая в переговоры с курицей в сказке К. Чуковского ""Федорино горе"" - ... ?"
рыба;Доминошная живность?
палачом;"Домработница Маргариты Николаевны в романе ""Мастер и Маргарита"" нашла свое личное счастье с ... ?"
отстой;Донный осадок?
булавин;Донской казак, предводитель восстания 1707 г.?
стерадиан;Дополнительная единица СИ - телесный угол с вершиной в центре сферы, вырезающей на поверхности сферы площадь, равную площади квадрата со стороной, равной радиусу сферы?
бонус;Дополнительное вознаграждение, премия?
милюков;Дореволюционный государственный деятель, на которого по мнению жены был похож Воробьянинов в очках (Ильф и Петров)?
серпантин;Дорога в кавказкие пленники?
виадук;Дорожное сооружение, находящееся в подвешенном состоянии?
кирпич;Дорожный знак, используемый для строительства дач?
абак;Доска, разделенная на полосы, где передвигались камешки, кости (как в русских счетах), для арифметических вычислений в Древней Греции, Риме, затем в Западной Европе до 18 веке?
аспен;Достопримечательност в Колорадо?
аспен;Достопримечательность в Колорадо?
ханурик;Дохляк, берущийся за самую тяжелую работу - только чтобы дали выпить?
рента;Доход с капиталла, имущества, не требующий от получателя предпринимательской деятельности?
кассандра;Дочь царя Трои, отвергнувшая Аполлона и получившая от него дар прорицания?
палитра;Дощечка для смешивания красок?
согд;Др. государство в С. Азии, Согдиана?
сузы;Др. столица Элама?
гораций;Др.-греч. поэт?
амфора;Дрeвнeгрeческий и римcкий соcyд?
рубин;Драгоценный камень красных оттенков?
изумруд;Драгоценный камень ярко-зеленого цвета?
карбункул;Драгоценный камень, послуживший названием известного Рождественского детектива А.Конан Дойла?
алмаз;Драгоценный камень.
аквамарин;Драгоценный камень?
сапфир;Драгоценный камень?
платина;Драгоценный металл, на порядок дороже золота?
колье;Драгоценный ошейник?
ива;Древесная плакса, вырастающая чуть ли не из каждого кроссворда?
шпон;Древесный материал для изготовления многослойной фанеры?
кратер;Древнегреч. большая чаша для вина и воды?
афина;"Древнегреческая богиня, которая не без оснований могла петь: ""А меня родил папаша - мама в отпуске была!""?"
эзоп;Древнегреческий баснописец?
еврипид;"Древнегреческий драматург, автор трагедии ""Медея""?"
евклид;Древнегреческий математик астроном?
евклид;Древнегреческий математик-астроном?
гесиод;Древнегреческий поэт?
эсхил;"Древнегреческий поэт-драматург, ""отец трагедии""?"
поликтет;"Древнегреческий скульптор, автор бронзорвой статуи ""Дорифор""?"
кратер;Древнегреческий сосуд, который в основном был предназначен для смешивания вина с водой - ... ?
